SubjectID,UTMEasting,UTMNorthing,ObservationDate,ObservationTime,ObsTimeDate
M115,183600,9788599,3-Apr-09,19:00,39906.79227
M115,183066,9787823,3-Apr-09,19:20,39906.8059
M115,182566,9786816,3-Apr-09,19:40,39906.81965
M115,181867,9786174,3-Apr-09,20:00,39906.83366
M115,181321,9785149,3-Apr-09,20:20,39906.84779
M115,181963,9784996,3-Apr-09,20:40,39906.86148
M115,183472,9784862,3-Apr-09,21:00,39906.87566
M115,184418,9784486,3-Apr-09,21:20,39906.88911
M115,184944,9784369,3-Apr-09,21:40,39906.90331
M115,185352,9785120,3-Apr-09,22:00,39906.91729
M115,184887,9785880,3-Apr-09,22:20,39906.93076
M115,184624,9787043,3-Apr-09,22:40,39906.94508
M115,184874,9787929,3-Apr-09,23:00,39906.95883
M115,184704,9788643,3-Apr-09,23:20,39906.9724
M115,185101,9789360,3-Apr-09,23:40,39906.98639
M115,185183,9789924,4-Apr-09,0:00,39907.00064
M115,185180,9789924,4-Apr-09,0:20,39907.0141
M115,185187,9789915,4-Apr-09,0:40,39907.02836
M115,185181,9789926,4-Apr-09,1:00,39907.04197
M115,185183,9789925,4-Apr-09,1:20,39907.05586
M115,185142,9790029,4-Apr-09,1:40,39907.06976
M115,184865,9790594,4-Apr-09,2:00,39907.08367
M115,184453,9790068,4-Apr-09,2:20,39907.09751
M115,183896,9790347,4-Apr-09,2:40,39907.11161
M115,183565,9790911,4-Apr-09,3:01,39907.12598
M115,182581,9790271,4-Apr-09,3:20,39907.13921
M115,181999,9789840,4-Apr-09,3:40,39907.15316
M115,181653,9789176,4-Apr-09,4:00,39907.167
M115,180896,9789137,4-Apr-09,4:20,39907.18084
M115,180675,9788993,4-Apr-09,4:40,39907.19483
M115,180034,9789580,4-Apr-09,5:00,39907.20897
M115,179504,9790514,4-Apr-09,5:20,39907.2225
M115,180685,9790812,4-Apr-09,5:40,39907.23635
M115,181605,9790675,4-Apr-09,6:00,39907.25021
M115,182755,9790176,4-Apr-09,6:20,39907.26433
M115,184274,9789922,4-Apr-09,6:40,39907.27804
M115,185284,9791267,4-Apr-09,7:00,39907.29223
M115,185342,9791467,4-Apr-09,7:41,39907.32043
M115,185354,9791466,4-Apr-09,8:00,39907.33351
M115,185362,9791465,4-Apr-09,8:20,39907.34786
M115,185363,9791459,4-Apr-09,8:41,39907.3624
M115,185379,9791432,4-Apr-09,9:01,39907.37594
M115,185375,9791455,4-Apr-09,9:20,39907.38953
M115,185354,9791466,4-Apr-09,9:41,39907.4038
M115,185355,9791468,4-Apr-09,10:00,39907.41711
M115,185348,9791468,4-Apr-09,10:21,39907.43126
M115,185359,9791474,4-Apr-09,10:40,39907.44508
M115,185382,9791462,4-Apr-09,11:00,39907.45897
M115,185350,9791474,4-Apr-09,11:21,39907.47307
M115,185308,9791449,4-Apr-09,11:41,39907.48691
M115,185339,9791466,4-Apr-09,12:00,39907.50057
M115,185345,9791472,4-Apr-09,12:20,39907.51406
M115,185339,9791453,4-Apr-09,12:40,39907.52789
M115,185333,9791451,4-Apr-09,13:00,39907.54182
M115,185338,9791452,4-Apr-09,13:20,39907.5562
M115,185338,9791452,4-Apr-09,13:41,39907.57043
M115,185347,9791455,4-Apr-09,14:00,39907.58354
M115,185348,9791454,4-Apr-09,14:20,39907.59788
M115,185330,9791465,4-Apr-09,14:40,39907.61175
M115,185356,9791455,4-Apr-09,15:00,39907.6255
M115,185336,9791454,4-Apr-09,15:40,39907.65341
M115,185338,9791463,4-Apr-09,16:00,39907.66698
M115,185338,9791452,4-Apr-09,16:20,39907.6808
M115,185340,9791452,4-Apr-09,16:40,39907.6951
M115,185345,9791452,4-Apr-09,17:00,39907.7089
M115,185343,9791453,4-Apr-09,17:20,39907.72287
M115,185344,9791451,4-Apr-09,17:40,39907.73677
M115,185346,9791451,4-Apr-09,18:01,39907.75133
M115,185345,9791452,4-Apr-09,18:41,39907.77912
M115,184758,9791259,4-Apr-09,19:00,39907.79209
M115,184266,9790915,4-Apr-09,19:20,39907.8058
M115,184337,9790179,4-Apr-09,19:40,39907.82001
M115,184409,9790057,4-Apr-09,20:00,39907.83362
M115,184410,9790056,4-Apr-09,20:20,39907.84744
M115,184416,9790064,4-Apr-09,20:40,39907.86145
M115,184409,9790059,4-Apr-09,21:00,39907.87515
M115,184414,9790057,4-Apr-09,21:21,39907.88981
M115,184414,9790063,4-Apr-09,21:40,39907.90344
M115,184417,9790048,4-Apr-09,22:00,39907.91723
M115,185229,9790157,4-Apr-09,22:20,39907.93071
M115,185890,9790428,4-Apr-09,22:40,39907.94505
M115,185755,9789424,4-Apr-09,23:00,39907.95873
M115,186635,9789134,4-Apr-09,23:20,39907.97237
M115,186734,9789181,4-Apr-09,23:40,39907.98641
M115,185981,9788865,5-Apr-09,0:00,39908.00035
M115,185974,9789919,5-Apr-09,0:20,39908.01424
M115,185753,9790295,5-Apr-09,0:40,39908.0281
M115,186739,9789717,5-Apr-09,1:01,39908.04251
M115,186434,9789146,5-Apr-09,1:20,39908.0558
M115,186738,9789186,5-Apr-09,1:40,39908.0697
M115,186712,9789178,5-Apr-09,2:00,39908.08358
M115,186719,9789188,5-Apr-09,2:20,39908.09755
M115,186724,9789194,5-Apr-09,2:40,39908.11149
M115,186952,9789573,5-Apr-09,3:00,39908.12563
M115,187224,9790168,5-Apr-09,3:20,39908.13942
M115,187482,9790346,5-Apr-09,3:40,39908.15311
M115,187479,9790360,5-Apr-09,4:00,39908.16722
M115,187989,9790687,5-Apr-09,4:20,39908.1809
M115,187340,9790653,5-Apr-09,4:40,39908.19485
M115,186788,9789420,5-Apr-09,5:00,39908.20867
M115,186666,9789195,5-Apr-09,5:20,39908.22253
M115,185710,9789096,5-Apr-09,5:40,39908.23675
M115,184368,9789048,5-Apr-09,6:00,39908.25014
M115,183916,9789304,5-Apr-09,6:20,39908.26412
M115,184390,9790262,5-Apr-09,6:40,39908.27804
M115,185269,9791148,5-Apr-09,7:00,39908.29218
M115,185339,9791450,5-Apr-09,7:20,39908.30619
M115,185337,9791445,5-Apr-09,7:40,39908.31978
M115,185335,9791454,5-Apr-09,8:00,39908.33397
M115,185336,9791453,5-Apr-09,8:20,39908.34779
M115,185339,9791453,5-Apr-09,8:40,39908.36175
M115,185345,9791448,5-Apr-09,9:00,39908.37517
M115,185340,9791449,5-Apr-09,9:20,39908.38951
M115,185343,9791450,5-Apr-09,9:40,39908.40318
M115,185372,9791471,5-Apr-09,10:01,39908.4175
M115,185416,9791489,5-Apr-09,10:20,39908.43101
M115,185359,9791468,5-Apr-09,10:40,39908.44488
M115,185351,9791463,5-Apr-09,11:00,39908.45897
M115,185355,9791465,5-Apr-09,11:21,39908.47341
M115,185312,9791465,5-Apr-09,11:40,39908.48678
M115,185341,9791467,5-Apr-09,12:00,39908.50021
M115,185346,9791471,5-Apr-09,12:20,39908.51414
M115,185341,9791455,5-Apr-09,18:01,39908.75127
M115,185345,9791453,5-Apr-09,18:20,39908.76446
M115,185349,9791449,5-Apr-09,18:41,39908.77867
M115,185307,9791468,5-Apr-09,19:00,39908.79191
M115,185149,9790729,5-Apr-09,19:20,39908.80583
M115,185460,9789817,5-Apr-09,19:40,39908.81979
M115,185759,9788704,5-Apr-09,20:00,39908.8337
M115,186169,9787555,5-Apr-09,20:21,39908.84797
M115,186536,9786532,5-Apr-09,20:40,39908.86168
M115,185977,9785735,5-Apr-09,21:00,39908.87559
M115,185132,9785085,5-Apr-09,21:21,39908.88968
M115,184464,9784904,5-Apr-09,21:40,39908.90334
M115,184258,9785189,5-Apr-09,22:00,39908.91704
M115,183792,9785539,5-Apr-09,22:20,39908.931
M115,182490,9785772,5-Apr-09,22:40,39908.94479
M115,181243,9785977,5-Apr-09,23:00,39908.9586
M115,180570,9785710,5-Apr-09,23:20,39908.97284
M115,180711,9785858,5-Apr-09,23:40,39908.98645
M115,180384,9786998,6-Apr-09,0:00,39909.0005
M115,180356,9787956,6-Apr-09,0:20,39909.01446
M115,180463,9788882,6-Apr-09,0:40,39909.02815
M115,180381,9789537,6-Apr-09,1:00,39909.04218
M115,181275,9790024,6-Apr-09,1:20,39909.05573
M115,181832,9790601,6-Apr-09,1:40,39909.06971
M115,182661,9791137,6-Apr-09,2:00,39909.08388
M115,183657,9790860,6-Apr-09,2:20,39909.09737
M115,184440,9790002,6-Apr-09,2:40,39909.11172
M115,184115,9789928,6-Apr-09,3:00,39909.12556
M115,184088,9789698,6-Apr-09,3:20,39909.13921
M115,184089,9789696,6-Apr-09,3:40,39909.15308
M115,184091,9789691,6-Apr-09,4:00,39909.167
M115,184089,9789696,6-Apr-09,4:20,39909.18082
M115,184088,9789696,6-Apr-09,5:00,39909.20865
M115,183976,9789335,6-Apr-09,5:20,39909.22237
M115,183584,9789491,6-Apr-09,5:40,39909.23647
M115,184173,9789925,6-Apr-09,6:00,39909.25028
M115,184450,9790779,6-Apr-09,6:20,39909.26453
M115,185301,9791483,6-Apr-09,6:40,39909.27809
M115,185338,9791445,6-Apr-09,7:00,39909.29192
M115,185348,9791440,6-Apr-09,7:20,39909.3061
M115,185331,9791452,6-Apr-09,7:40,39909.31978
M115,185339,9791450,6-Apr-09,8:01,39909.33446
M115,185338,9791446,6-Apr-09,8:21,39909.34792
M115,185338,9791441,6-Apr-09,8:40,39909.36175
M115,185342,9791453,6-Apr-09,9:00,39909.3755
M115,185347,9791449,6-Apr-09,9:20,39909.38953
M115,185342,9791451,6-Apr-09,9:40,39909.40331
M115,185345,9791440,6-Apr-09,10:00,39909.41733
M115,185341,9791441,6-Apr-09,10:21,39909.43134
M115,185339,9791454,6-Apr-09,10:41,39909.44529
M115,185341,9791450,6-Apr-09,11:00,39909.45883
M115,185340,9791456,6-Apr-09,11:20,39909.47286
M115,185340,9791452,6-Apr-09,11:40,39909.4863
M115,185342,9791454,6-Apr-09,12:00,39909.50022
M115,185335,9791454,6-Apr-09,12:20,39909.51453
M115,185337,9791452,6-Apr-09,12:40,39909.52834
M115,185329,9791445,6-Apr-09,13:00,39909.54233
M115,185322,9791448,6-Apr-09,13:20,39909.55572
M115,185340,9791452,6-Apr-09,13:41,39909.57064
M115,185357,9791458,6-Apr-09,14:20,39909.59788
M115,185341,9791447,6-Apr-09,14:40,39909.61132
M115,185340,9791450,6-Apr-09,15:40,39909.65334
M115,185340,9791460,6-Apr-09,16:00,39909.66681
M115,185350,9791469,6-Apr-09,16:41,39909.69517
M115,185348,9791449,6-Apr-09,17:00,39909.70898
M115,185348,9791445,6-Apr-09,17:21,39909.7235
M115,185336,9791451,6-Apr-09,17:40,39909.73675
M115,185340,9791458,6-Apr-09,18:01,39909.75074
M115,185343,9791449,6-Apr-09,18:20,39909.76453
M115,185331,9791057,6-Apr-09,18:40,39909.77838
M115,185093,9790297,6-Apr-09,19:00,39909.79199
M115,184964,9789698,6-Apr-09,19:20,39909.80576
M115,184960,9788865,6-Apr-09,19:40,39909.81994
M115,184583,9788073,6-Apr-09,20:00,39909.83347
M115,184006,9787619,6-Apr-09,20:20,39909.84747
