SubjectID, UTMEasting, UTMNorthing, ObservationDate, ObservationTime, ObsTimeDate, TheoreticDayTime, ObsDay, ObsWeek, ObsNum
F101, 175202, 9784592, 11-Sep-07, 20:23, 39336.84931, 154.16666, 154, 22, 253
F101, 175264, 9784724, 11-Sep-07, 20:24, 39336.85, 154.16735, 154, 22, 254
F101, 171106, 9782218, 12-Sep-07, 19:05, 39337.79514, 155.11249, 155, 22, 255
F101, 171383, 9782184, 13-Sep-07, 18:00, 39338.75, 156.06735, 156, 22, 256
F101, 171106, 9782218, 15-Sep-07, 13:00, 39340.54167, 157.85902, 157, 22, 257
F104, 177935, 9785989, 25-Feb-07, 13:25, 39138.55903, 0, 0, 0, 0
F104, 177878, 9785925, 5-Mar-07, 18:16, 39146.76111, 7, 7, 1, 1
F104, 177535, 9785831, 7-Mar-07, 19:20, 39148.80556, 9.04445, 9, 1, 2
F104, 177734, 9786120, 13-Mar-07, 17:06, 39154.7125, 14.95139, 14, 2, 3
F104, 177253, 9785978, 16-Mar-07, 18:46, 39157.78194, 18.02083, 18, 2, 4
F104, 177949, 9785920, 19-Mar-07, 16:33, 39160.68958, 20.92847, 20, 2, 5
F104, 177173, 9785177, 28-Mar-07, 10:30, 39169.4375, 27.92847, 27, 3, 6
F104, 177015, 9788920, 7-Apr-07, 18:30, 39179.77083, 34.92847, 34, 4, 7
F104, 177047, 9788912, 21-Apr-07, 12:00, 39193.5, 41.92847, 41, 5, 8
F104, 177240, 9789162, 30-Apr-07, 18:20, 39202.76389, 48.92847, 48, 6, 9
F104, 177057, 9788920, 30-Apr-07, 18:30, 39202.77083, 48.93541, 48, 6, 10
F104, 177582, 9792258, 1-May-07, 21:25, 39203.89236, 50.05694, 50, 7, 11
F104, 177699, 9791788, 1-May-07, 22:05, 39203.92014, 50.08472, 50, 7, 12
F104, 177699, 9791788, 1-May-07, 22:15, 39203.92708, 50.09166, 50, 7, 13
F104, 177699, 9791788, 1-May-07, 22:25, 39203.93403, 50.09861, 50, 7, 14
F104, 177699, 9791788, 1-May-07, 22:31, 39203.93819, 50.10277, 50, 7, 15
F104, 178409, 9793141, 3-May-07, 21:25, 39205.89236, 52.05694, 52, 7, 16
F104, 178124, 9789477, 19-May-07, 19:32, 39221.81389, 59.05694, 59, 8, 17
F104, 178127, 9789477, 19-May-07, 19:40, 39221.81944, 59.06249, 59, 8, 18
F104, 178105, 9789505, 19-May-07, 19:53, 39221.82847, 59.07152, 59, 8, 19
F104, 177270, 9787051, 20-May-07, 20:47, 39222.86597, 60.10902, 60, 8, 20
F104, 176407, 9783687, 23-May-07, 5:45, 39225.23958, 62.48263, 62, 8, 21
F104, 176301, 9783539, 23-May-07, 6:02, 39225.25139, 62.49444, 62, 8, 22
F104, 178580, 9788808, 4-Jun-07, 20:26, 39237.85139, 69.49444, 69, 9, 23
F104, 178649, 9789023, 4-Jun-07, 20:30, 39237.85417, 69.49722, 69, 9, 24
F104, 179828, 9786981, 22-Jun-07, 3:30, 39255.14583, 76.49722, 76, 10, 25
F104, 176379, 9786898, 23-Jun-07, 18:58, 39256.79028, 78.14167, 78, 11, 26
F104, 176342, 9786203, 23-Jun-07, 19:14, 39256.80139, 78.15278, 78, 11, 27
